filepath,line_number,line_id,original_text,translated_text
sharedassets152\Telescope.yarn.txt,48,344272,"Chazokov: Dohr was quiet and said nothing, and the King took offense to this.","Chazokov: Dohr was quiet and said nothing, and the King took offense to this."
sharedassets152\Telescope.yarn.txt,49,735ceb,->Why?,->Why?
sharedassets152\Telescope.yarn.txt,50,7ae9cd,Chazokov: Royalty is strange.,Chazokov: Royalty is strange.
sharedassets152\Telescope.yarn.txt,51,e6c552,->Geez.,->Geez.
sharedassets152\Telescope.yarn.txt,52,ac93c3,Mae: So what happened?,Mae: So what happened?
sharedassets152\Telescope.yarn.txt,53,27f339,"Chazokov: Behrn insulted Dohr, Dohr's family, Dohr's village, and so on","Chazokov: Behrn insulted Dohr, Dohr's family, Dohr's village, and so on"
sharedassets152\Telescope.yarn.txt,54,c4d6a6,Chazokov: until he was down to insulting Dohr's chickens.,Chazokov: until he was down to insulting Dohr's chickens.
sharedassets152\Telescope.yarn.txt,55,905377,->Damn.,->Damn.
sharedassets152\Telescope.yarn.txt,56,cd9168,->Chickens are kind of awful.,->Chickens are kind of awful.
sharedassets152\Telescope.yarn.txt,57,a19dc0,Mae: Weird horrible angry dinosaurs.,Mae: Weird horrible angry dinosaurs.
sharedassets152\Telescope.yarn.txt,58,a9ec9a,Mae: They peck each others eyes out!,Mae: They peck each others eyes out!
sharedassets152\Telescope.yarn.txt,59,00173d,Chazokov: They are delicious.,Chazokov: They are delicious.
sharedassets152\Telescope.yarn.txt,60,a029ba,Mae: They deserve to be delicious.,Mae: They deserve to be delicious.
sharedassets152\Telescope.yarn.txt,61,80c609,Chazokov: Dohr first murdered Behrn's chickens.,Chazokov: Dohr first murdered Behrn's chickens.
sharedassets152\Telescope.yarn.txt,62,b42663,Chazokov: then his ancestral village,Chazokov: then his ancestral village
sharedassets152\Telescope.yarn.txt,63,056f4c,Chazokov: then his family,Chazokov: then his family
sharedassets152\Telescope.yarn.txt,64,8fb487,Mae: Holy crap.,Mae: Holy crap.
sharedassets152\Telescope.yarn.txt,65,c33a1b,Chazokov: And when he came to Behrn,Chazokov: And when he came to Behrn
sharedassets152\Telescope.yarn.txt,66,828164,Chazokov: the king was silent.,Chazokov: the king was silent.
sharedassets152\Telescope.yarn.txt,67,"1,50E+139",Mae: I'm going to get a tattoo of this guy.,Mae: I'm going to get a tattoo of this guy.
sharedassets152\Telescope.yarn.txt,68,b04272,Chazokov: Is Dohr a hero?,Chazokov: Is Dohr a hero?
sharedassets152\Telescope.yarn.txt,69,98592b,->Totally.,->Totally.
sharedassets152\Telescope.yarn.txt,70,74c743,->I dunno,->I dunno
sharedassets152\Telescope.yarn.txt,71,f40d5c,Mae: but it doesn't really matter I think?,Mae: but it doesn't really matter I think?
sharedassets152\Telescope.yarn.txt,72,4fc565,Mae: Like if you've been told you're nothing before,Mae: Like if you've been told you're nothing before
sharedassets152\Telescope.yarn.txt,73,272b5a,Mae: A story like this sounds pretty ok.,Mae: A story like this sounds pretty ok.
sharedassets152\Telescope.yarn.txt,74,314376,Chazokov: Well it is a true story and real people died,Chazokov: Well it is a true story and real people died
sharedassets152\Telescope.yarn.txt,75,9a2146,Chazokov: and you should feel terrible.,Chazokov: and you should feel terrible.
sharedassets152\Telescope.yarn.txt,76,f6fe47,Mae: Seriously?,Mae: Seriously?
sharedassets152\Telescope.yarn.txt,77,695572,Chazokov: Beh heh heh.,Chazokov: Beh heh heh.
sharedassets152\Telescope.yarn.txt,107,aa95dc,Chazokov: I believe we have seen both stars visible today.,Chazokov: I believe we have seen both stars visible today.
sharedassets152\Telescope.yarn.txt,108,2c70db,Mae: Oh really?,Mae: Oh really?
sharedassets152\Telescope.yarn.txt,109,b47b7d,Chazokov: They come and go so fast.,Chazokov: They come and go so fast.
sharedassets152\Telescope.yarn.txt,118,10bdfd,Mae: Found one Found one found one!,Mae: Found one Found one found one!
sharedassets152\Telescope.yarn.txt,119,5cf4b0,Chazokov: Let's have a look.,Chazokov: Let's have a look.
sharedassets152\Telescope.yarn.txt,123,ee849b,Chazokov: Sterling the seer.,Chazokov: Sterling the seer.
sharedassets152\Telescope.yarn.txt,124,6ffabc,Mae: how come I've never heard of these guys?,Mae: how come I've never heard of these guys?
sharedassets152\Telescope.yarn.txt,125,8fb263,Chazokov: eh,Chazokov: eh
sharedassets152\Telescope.yarn.txt,126,701fa2,Chazokov: by the time they got to these rare stars,Chazokov: by the time they got to these rare stars
sharedassets152\Telescope.yarn.txt,127,ef6044,Chazokov: the well known myths and legends were taken.,Chazokov: the well known myths and legends were taken.
sharedassets152\Telescope.yarn.txt,128,49f7b4,Mae: oh.,Mae: oh.
sharedassets152\Telescope.yarn.txt,129,f9af8b,"Chazokov: This one, Sterling, is a tale of the world changing","Chazokov: This one, Sterling, is a tale of the world changing"
sharedassets152\Telescope.yarn.txt,130,a96c7c,Chazokov: and leaving one behind.,Chazokov: and leaving one behind.
sharedassets152\Telescope.yarn.txt,131,f5ba69,"->these are all gonna be bummers, huh?","->these are all gonna be bummers, huh?"
sharedassets152\Telescope.yarn.txt,132,2f95a0,Chazokov: that is not for me to say.,Chazokov: that is not for me to say.
sharedassets152\Telescope.yarn.txt,133,cdafd7,Chazokov: is it a bad thing for the world to move on?,Chazokov: is it a bad thing for the world to move on?
sharedassets152\Telescope.yarn.txt,134,c0a7bc,Mae: Well i mean this guy probably doesn't think so.,Mae: Well i mean this guy probably doesn't think so.
sharedassets152\Telescope.yarn.txt,135,24f162,->was he not psychic?,->was he not psychic?
sharedassets152\Telescope.yarn.txt,136,7ec040,Chazokov: who can say?,Chazokov: who can say?
sharedassets152\Telescope.yarn.txt,137,407f7c,Chazokov: do we believe any tale occurred?,Chazokov: do we believe any tale occurred?
sharedassets152\Telescope.yarn.txt,138,434acc,Mae: hm.,Mae: hm.
sharedassets152\Telescope.yarn.txt,139,3fda4f,"Chazokov: either way, one day his king met a new sage-","Chazokov: either way, one day his king met a new sage-"
sharedassets152\Telescope.yarn.txt,140,29776f,Chazokov: an astronomer.,Chazokov: an astronomer.
sharedassets152\Telescope.yarn.txt,141,9f34d9,Chazokov: and she showed the king how the planets and stars,Chazokov: and she showed the king how the planets and stars
sharedassets152\Telescope.yarn.txt,142,4c10e7,"Chazokov: orbit in regular patterns, and why.","Chazokov: orbit in regular patterns, and why."
sharedassets152\Telescope.yarn.txt,143,192de7,Chazokov: and the king kicked Sterling out of his quarters,Chazokov: and the king kicked Sterling out of his quarters
sharedassets152\Telescope.yarn.txt,144,19e606,Chazokov: for the seer had long told the king,Chazokov: for the seer had long told the king
sharedassets152\Telescope.yarn.txt,145,66a9d2,Chazokov: a different story about the stars.,Chazokov: a different story about the stars.
sharedassets152\Telescope.yarn.txt,146,e855b8,->did Sterling believe his own story?,->did Sterling believe his own story?
sharedassets152\Telescope.yarn.txt,147,a87ed7,Chazokov: i believe he did.,Chazokov: i believe he did.
sharedassets152\Telescope.yarn.txt,148,fa53e9,Mae: well that's how things go.,Mae: well that's how things go.
sharedassets152\Telescope.yarn.txt,149,6058b2,->that sounds fair.,->that sounds fair.
sharedassets152\Telescope.yarn.txt,150,c0797c,Chazokov: is there no responsibility,Chazokov: is there no responsibility
sharedassets152\Telescope.yarn.txt,151,f6c04a,Chazokov: to care for those whose labors,Chazokov: to care for those whose labors
sharedassets152\Telescope.yarn.txt,152,ec2372,Chazokov: even one's universe,Chazokov: even one's universe
sharedassets152\Telescope.yarn.txt,153,24cc6e,Chazokov: are suddenly replaced with a new one?,Chazokov: are suddenly replaced with a new one?
sharedassets152\Telescope.yarn.txt,154,206642,Chazokov: are they obsolete?,Chazokov: are they obsolete?
sharedassets152\Telescope.yarn.txt,155,e04255,->that's how life is!,->that's how life is!
sharedassets152\Telescope.yarn.txt,156,18602a,Chazokov: so you believe,Chazokov: so you believe
sharedassets152\Telescope.yarn.txt,157,a6f6f5,Chazokov: that some should go hungry,Chazokov: that some should go hungry
sharedassets152\Telescope.yarn.txt,158,b14c10,Chazokov: and without homes,Chazokov: and without homes
sharedassets152\Telescope.yarn.txt,159,58145d,Chazokov: because they are no longer useful,Chazokov: because they are no longer useful
sharedassets152\Telescope.yarn.txt,160,94c3a6,Chazokov: to those in power?,Chazokov: to those in power?
sharedassets152\Telescope.yarn.txt,161,d2ec8c,Mae: well geez mr. chazokov when you put it that way,Mae: well geez mr. chazokov when you put it that way
sharedassets152\Telescope.yarn.txt,162,b487bd,->no.,->no.
sharedassets152\Telescope.yarn.txt,163,a77050,Chazokov: what is to be done?,Chazokov: what is to be done?
sharedassets152\Telescope.yarn.txt,164,eaa7b1,Mae: i don't know.,Mae: i don't know.
sharedassets152\Telescope.yarn.txt,165,9f8c72,Mae: uh,Mae: uh
sharedassets152\Telescope.yarn.txt,166,15c6fa,Mae: isn't there some other job the king could give him?,Mae: isn't there some other job the king could give him?
sharedassets152\Telescope.yarn.txt,167,ca025a,Mae: or some way,Mae: or some way
sharedassets152\Telescope.yarn.txt,168,df515f,Mae: where he doesn't have to be useful to the king,Mae: where he doesn't have to be useful to the king
sharedassets152\Telescope.yarn.txt,169,c1c577,Mae: in order to survive?,Mae: in order to survive?
sharedassets152\Telescope.yarn.txt,170,8352b3,Chazokov: it's one to ponder!,Chazokov: it's one to ponder!
sharedassets152\Telescope.yarn.txt,171,a5fe86,Chazokov: beh heh heh,Chazokov: beh heh heh
sharedassets152\Telescope.yarn.txt,172,d5167d,Chazokov: the stars! they make one think!,Chazokov: the stars! they make one think!
sharedassets152\Telescope.yarn.txt,182,d6ac46,Mae: BOOM!,Mae: BOOM!
sharedassets152\Telescope.yarn.txt,183,3b3c3c,Mae: Found one!,Mae: Found one!
sharedassets152\Telescope.yarn.txt,184,62c5f2,Chazokov: let's see.,Chazokov: let's see.
sharedassets152\Telescope.yarn.txt,188,c4ad15,Chazokov: Ah yes! Simone the fighter!,Chazokov: Ah yes! Simone the fighter!
sharedassets152\Telescope.yarn.txt,189,43c6c9,Mae: she got a gun,Mae: she got a gun
sharedassets152\Telescope.yarn.txt,190,d49e94,Chazokov: Simone lived in a good land,Chazokov: Simone lived in a good land
sharedassets152\Telescope.yarn.txt,191,0950ea,Chazokov: but under every good land are the roots of oppression,Chazokov: but under every good land are the roots of oppression
sharedassets152\Telescope.yarn.txt,192,a75caa,Chazokov: and in this land those roots took hold,Chazokov: and in this land those roots took hold
sharedassets152\Telescope.yarn.txt,193,0fc6f0,Chazokov: and choked out all else.,Chazokov: and choked out all else.
sharedassets152\Telescope.yarn.txt,194,46e16c,"->that was poetic, Mr. Chazokov","->that was poetic, Mr. Chazokov"
sharedassets152\Telescope.yarn.txt,195,39360f,Chazokov: thanks. I was just reading the summary off my phone.,Chazokov: thanks. I was just reading the summary off my phone.
sharedassets152\Telescope.yarn.txt,196,b2ac31,Mae: oh,Mae: oh
sharedassets152\Telescope.yarn.txt,197,0996f7,"Chazokov: we may not have signal, but we have wifi!","Chazokov: we may not have signal, but we have wifi!"
sharedassets152\Telescope.yarn.txt,198,4fa3ca,->geez.,->geez.
sharedassets152\Telescope.yarn.txt,199,0024f3,Chazokov: it happens faster than one can imagine,Chazokov: it happens faster than one can imagine
sharedassets152\Telescope.yarn.txt,200,0f2f5e,"Chazokov: Anyway, when the borders closed and the curfew began","Chazokov: Anyway, when the borders closed and the curfew began"
sharedassets152\Telescope.yarn.txt,201,ed6d82,Chazokov: Simone and her comrades began to plot.,Chazokov: Simone and her comrades began to plot.
sharedassets152\Telescope.yarn.txt,202,0c1fff,"Chazokov: they infiltrated, they sabotaged, they freed prisoners.","Chazokov: they infiltrated, they sabotaged, they freed prisoners."
sharedassets152\Telescope.yarn.txt,203,666015,Mae: very nice.,Mae: very nice.
sharedassets152\Telescope.yarn.txt,204,998886,Chazokov: Simone was one of the first to be identified,Chazokov: Simone was one of the first to be identified
sharedassets152\Telescope.yarn.txt,205,91febb,Chazokov: but she evaded capture even as the wanted posters went up.,Chazokov: but she evaded capture even as the wanted posters went up.
sharedassets152\Telescope.yarn.txt,206,e7c5f2,Chazokov: As whispers of her grew throughout the land,Chazokov: As whispers of her grew throughout the land
sharedassets152\Telescope.yarn.txt,207,94b3c9,Chazokov: more and more of her neighbors prayed in the night,Chazokov: more and more of her neighbors prayed in the night
sharedassets152\Telescope.yarn.txt,208,cc484c,Chazokov: that Simone would be their salvation.,Chazokov: that Simone would be their salvation.
sharedassets152\Telescope.yarn.txt,209,a4a096,->was she?,->was she?
sharedassets152\Telescope.yarn.txt,210,2e8636,->that's a lot of pressure for one person.,->that's a lot of pressure for one person.
sharedassets152\Telescope.yarn.txt,211,7a5993,"Chazokov: She was not alone, of course.","Chazokov: She was not alone, of course."
sharedassets152\Telescope.yarn.txt,212,50e2d7,Chazokov: she was but one part in a growing organism,Chazokov: she was but one part in a growing organism
sharedassets152\Telescope.yarn.txt,213,1e535e,Chazokov: but she became a symbol.,Chazokov: but she became a symbol.
sharedassets152\Telescope.yarn.txt,214,810752,Chazokov: it is difficult to think of many things,Chazokov: it is difficult to think of many things
sharedassets152\Telescope.yarn.txt,215,e6b960,Chazokov: so sometimes having a symbol for all of them,Chazokov: so sometimes having a symbol for all of them
sharedassets152\Telescope.yarn.txt,216,770135,Chazokov: is important.,Chazokov: is important.
sharedassets152\Telescope.yarn.txt,217,1a7af5,Mae: like numbers.,Mae: like numbers.
sharedassets152\Telescope.yarn.txt,218,21a9cd,Chazokov: We do not know where Simone is buried.,Chazokov: We do not know where Simone is buried.
sharedassets152\Telescope.yarn.txt,219,15772b,Mae: ah goddammit. i knew this wasn't going to be happy.,Mae: ah goddammit. i knew this wasn't going to be happy.
sharedassets152\Telescope.yarn.txt,220,e99031,Chazokov: we do know that when things boiled over,Chazokov: we do know that when things boiled over
sharedassets152\Telescope.yarn.txt,221,bda050,Chazokov: she led a charge against the palace gates,Chazokov: she led a charge against the palace gates
sharedassets152\Telescope.yarn.txt,222,1b953f,Chazokov: and behind those gates were cannons.,Chazokov: and behind those gates were cannons.
sharedassets152\Telescope.yarn.txt,223,70c0f4,Mae: oh no.,Mae: oh no.
sharedassets152\Telescope.yarn.txt,224,43c195,Chazokov: many years later when the mass graves were exhumed,Chazokov: many years later when the mass graves were exhumed
sharedassets152\Telescope.yarn.txt,225,9da60a,Chazokov: her bones were mixed with so many others,Chazokov: her bones were mixed with so many others
sharedassets152\Telescope.yarn.txt,226,09ef66,Chazokov: it was said that she now lives on,Chazokov: it was said that she now lives on
sharedassets152\Telescope.yarn.txt,227,484d6d,Chazokov: in the bones of all in her country.,Chazokov: in the bones of all in her country.
sharedassets152\Telescope.yarn.txt,228,4de239,Mae: geez. that got dark. and sad. and spooky.,Mae: geez. that got dark. and sad. and spooky.
sharedassets152\Telescope.yarn.txt,229,8348c2,Chazokov: Beh heh heh.,Chazokov: Beh heh heh.
sharedassets152\Telescope.yarn.txt,230,6e3a41,Chazokov: that is history!,Chazokov: that is history!
sharedassets152\Telescope.yarn.txt,240,37fb7f,Chazokov: That's both of them for today!,Chazokov: That's both of them for today!
sharedassets152\Telescope.yarn.txt,241,95f57b,Mae: neato!,Mae: neato!
sharedassets152\Telescope.yarn.txt,250,15a206,Mae: FOUND! ONE!,Mae: FOUND! ONE!
sharedassets152\Telescope.yarn.txt,251,bad2fc,Chazokov: LET'S! SEE!,Chazokov: LET'S! SEE!
sharedassets152\Telescope.yarn.txt,255,f1e3dc,Chazokov: big snake.,Chazokov: big snake.
sharedassets152\Telescope.yarn.txt,256,b5a578,"Mae: ""big snake?""","Mae: ""big snake?"""
sharedassets152\Telescope.yarn.txt,257,1cf29e,Chazokov: yep.,Chazokov: yep.
sharedassets152\Telescope.yarn.txt,258,0c75ff,->anything else?,->anything else?
sharedassets152\Telescope.yarn.txt,259,4317c1,->i saw a big snake once.,->i saw a big snake once.
sharedassets152\Telescope.yarn.txt,260,eee654,Chazokov: at the zoo?,Chazokov: at the zoo?
sharedassets152\Telescope.yarn.txt,261,a68873,Mae: in scouts we were hiking,Mae: in scouts we were hiking
sharedassets152\Telescope.yarn.txt,262,967da5,Mae: and one was sunning itself on a rock.,Mae: and one was sunning itself on a rock.
sharedassets152\Telescope.yarn.txt,263,200c7e,Chazokov: what a treat!,Chazokov: what a treat!
sharedassets152\Telescope.yarn.txt,264,154092,Mae: i was thinking it's rare to see a snake just randomly relaxing.,Mae: i was thinking it's rare to see a snake just randomly relaxing.
sharedassets152\Telescope.yarn.txt,265,5a4500,Mae: what's up with this one?,Mae: what's up with this one?
sharedassets152\Telescope.yarn.txt,266,b86e12,Chazokov: Big Snake emerged from the earth and made war upon the villages.,Chazokov: Big Snake emerged from the earth and made war upon the villages.
sharedassets152\Telescope.yarn.txt,267,89094c,Mae: what villages?,Mae: what villages?
sharedassets152\Telescope.yarn.txt,268,8ebf9d,Chazokov: you know. villages.,Chazokov: you know. villages.
sharedassets152\Telescope.yarn.txt,269,60280c,Mae: ok.,Mae: ok.
sharedassets152\Telescope.yarn.txt,270,d8a294,Chazokov: and as he wrapped himself around them,Chazokov: and as he wrapped himself around them
sharedassets152\Telescope.yarn.txt,271,1ebb1a,Chazokov: the villagers saw that they were encircled by the same-,Chazokov: the villagers saw that they were encircled by the same-
sharedassets152\Telescope.yarn.txt,272,910264,Mae: big snake,Mae: big snake
sharedassets152\Telescope.yarn.txt,273,f41fcc,Chazokov: - and they came together,Chazokov: - and they came together
sharedassets152\Telescope.yarn.txt,274,1694c2,Chazokov: and together slew the-,Chazokov: and together slew the-
sharedassets152\Telescope.yarn.txt,275,518f0e,Mae: big snake.,Mae: big snake.
sharedassets152\Telescope.yarn.txt,276,d1d843,Chazokov: you learn.,Chazokov: you learn.
sharedassets152\Telescope.yarn.txt,277,9b5f0b,Mae: why did big snake attack the people?,Mae: why did big snake attack the people?
sharedassets152\Telescope.yarn.txt,278,229e7f,Chazokov: do you have sympathy for the big snake?,Chazokov: do you have sympathy for the big snake?
sharedassets152\Telescope.yarn.txt,279,fbe27c,Mae: geez i dunno but can we just keep saying big snake?,Mae: geez i dunno but can we just keep saying big snake?
sharedassets152\Telescope.yarn.txt,280,880f55,Chazokov: big snake,Chazokov: big snake
sharedassets152\Telescope.yarn.txt,281,9f7885,Mae: big snake,Mae: big snake
sharedassets152\Telescope.yarn.txt,282,46d18f,Chazokov: big,Chazokov: big
sharedassets152\Telescope.yarn.txt,283,48ff8a,Mae: snake,Mae: snake
sharedassets152\Telescope.yarn.txt,293,366655,"Mae: Star located, captain.","Mae: Star located, captain."
sharedassets152\Telescope.yarn.txt,294,f68ab7,Chazokov: Let us consult the guide.,Chazokov: Let us consult the guide.
sharedassets152\Telescope.yarn.txt,298,e46418,"Chazokov: oh, you will like this one.","Chazokov: oh, you will like this one."
sharedassets152\Telescope.yarn.txt,299,3b40d1,Mae: really?,Mae: really?
sharedassets152\Telescope.yarn.txt,300,638061,Chazokov: because they are dead.,Chazokov: because they are dead.
sharedassets152\Telescope.yarn.txt,301,8f2375,Mae: ok yeah i'm into it.,Mae: ok yeah i'm into it.
sharedassets152\Telescope.yarn.txt,302,"3,11E+11",Chazokov: Gramercy The Medium,Chazokov: Gramercy The Medium
sharedassets152\Telescope.yarn.txt,303,5a0e97,Chazokov: in life he spoke with the dead?,Chazokov: in life he spoke with the dead?
sharedassets152\Telescope.yarn.txt,304,0e04f5,Mae: really?,Mae: really?
sharedassets152\Telescope.yarn.txt,305,de920b,Chazokov: who knows.,Chazokov: who knows.
sharedassets152\Telescope.yarn.txt,306,2690d6,Chazokov: but when he died,Chazokov: but when he died
sharedassets152\Telescope.yarn.txt,307,4307be,Chazokov: his own spirit returned and spoke through him.,Chazokov: his own spirit returned and spoke through him.
sharedassets152\Telescope.yarn.txt,308,2722aa,Mae: wait. that's dumb.,Mae: wait. that's dumb.
sharedassets152\Telescope.yarn.txt,309,fb88c0,Chazokov: how so?,Chazokov: how so?
sharedassets152\Telescope.yarn.txt,310,5b8062,->that's just called being alive,->that's just called being alive
sharedassets152\Telescope.yarn.txt,311,e537f8,Chazokov: not so! his body was dead!,Chazokov: not so! his body was dead!
sharedassets152\Telescope.yarn.txt,312,80e61a,Mae: so he was like a zombie?,Mae: so he was like a zombie?
sharedassets152\Telescope.yarn.txt,313,b98dcf,Chazokov: but just as smart as before!,Chazokov: but just as smart as before!
sharedassets152\Telescope.yarn.txt,314,edba2d,Chazokov: no looking for brains.,Chazokov: no looking for brains.
sharedassets152\Telescope.yarn.txt,315,aaa62e,Mae: so like normal but he smelled bad?,Mae: so like normal but he smelled bad?
sharedassets152\Telescope.yarn.txt,316,4f7f27,Chazokov: just so.,Chazokov: just so.
sharedassets152\Telescope.yarn.txt,317,a6f91a,Mae: why did they make this guy into a star?,Mae: why did they make this guy into a star?
sharedassets152\Telescope.yarn.txt,318,a1d5af,Chazokov: i have no idea.,Chazokov: i have no idea.
sharedassets152\Telescope.yarn.txt,319,ff0d44,Mae: i guess it's kind of impressive.,Mae: i guess it's kind of impressive.
sharedassets152\Telescope.yarn.txt,320,6943ee,"Mae: dumb, but impressive.","Mae: dumb, but impressive."
sharedassets152\Telescope.yarn.txt,321,e97c95,->how did... wait... what?,->how did... wait... what?
sharedassets152\Telescope.yarn.txt,322,200b99,Chazokov: his own spirit possessed his body.,Chazokov: his own spirit possessed his body.
sharedassets152\Telescope.yarn.txt,323,1a466c,Mae: that's like literally the same thing as being alive.,Mae: that's like literally the same thing as being alive.
sharedassets152\Telescope.yarn.txt,324,fa541e,"Chazokov: no, he was dead but possessed","Chazokov: no, he was dead but possessed"
sharedassets152\Telescope.yarn.txt,325,109383,Mae: by himself.,Mae: by himself.
sharedassets152\Telescope.yarn.txt,326,bb086b,Chazokov: yes.,Chazokov: yes.
sharedassets152\Telescope.yarn.txt,327,4f6dcf,Mae: oh god this is dumb.,Mae: oh god this is dumb.
sharedassets152\Telescope.yarn.txt,328,5fb6e3,Mae: so what's the moral of this one?,Mae: so what's the moral of this one?
sharedassets152\Telescope.yarn.txt,329,4d7e1b,Chazokov: moral?,Chazokov: moral?
sharedassets152\Telescope.yarn.txt,330,e9a629,Mae: yeah usually star things like this have some sort of moral.,Mae: yeah usually star things like this have some sort of moral.
sharedassets152\Telescope.yarn.txt,331,1eb5da,Chazokov: sometimes things are just strange!,Chazokov: sometimes things are just strange!
sharedassets152\Telescope.yarn.txt,332,75e0e8,Mae: that's the moral?,Mae: that's the moral?
sharedassets152\Telescope.yarn.txt,333,7d2d41,Chazokov: beh heh heh,Chazokov: beh heh heh
sharedassets152\Telescope.yarn.txt,343,2588ea,Chazokov: That is our pair for the day!,Chazokov: That is our pair for the day!
sharedassets152\Telescope.yarn.txt,344,ff9c27,"Mae: Well gee willikers, Mr. Chazokov!","Mae: Well gee willikers, Mr. Chazokov!"
sharedassets152\Telescope.yarn.txt,345,2f1424,Chazokov: beh heh heh,Chazokov: beh heh heh
sharedassets152\Telescope.yarn.txt,346,7e93fc,"Chazokov: ""willikers"".","Chazokov: ""willikers""."
sharedassets152\Telescope.yarn.txt,355,10b624,Mae: I think I got one?,Mae: I think I got one?
sharedassets152\Telescope.yarn.txt,356,b27058,Chazokov: let us see.,Chazokov: let us see.
sharedassets152\Telescope.yarn.txt,360,cd8ef5,Chazokov: Kol the mountaineer.,Chazokov: Kol the mountaineer.
sharedassets152\Telescope.yarn.txt,361,d38d03,Mae: Kol.,Mae: Kol.
sharedassets152\Telescope.yarn.txt,362,2a6c64,Mae: Knew a guy named Cole once? That's close?,Mae: Knew a guy named Cole once? That's close?
sharedassets152\Telescope.yarn.txt,363,d64f82,Chazokov: it is.,Chazokov: it is.
sharedassets152\Telescope.yarn.txt,364,3fdea9,Mae: so what's up with this guy?,Mae: so what's up with this guy?
sharedassets152\Telescope.yarn.txt,365,3921ea,Chazokov: Kol was from a flat land.,Chazokov: Kol was from a flat land.
sharedassets152\Telescope.yarn.txt,366,16aa83,Mae: this midwest?,Mae: this midwest?
sharedassets152\Telescope.yarn.txt,367,07293b,Chazokov: whatever the midwest of wherever he was from was.,Chazokov: whatever the midwest of wherever he was from was.
sharedassets152\Telescope.yarn.txt,368,e5eab5,Mae: every place has a midwest.,Mae: every place has a midwest.
sharedassets152\Telescope.yarn.txt,369,591762,Chazokov: this is true.,Chazokov: this is true.
sharedassets152\Telescope.yarn.txt,370,9e595c,Chazokov: he dreamed of mountains,Chazokov: he dreamed of mountains
sharedassets152\Telescope.yarn.txt,371,e6e72e,Chazokov: and devoted his life to climbing them.,Chazokov: and devoted his life to climbing them.
sharedassets152\Telescope.yarn.txt,372,4f919d,Mae: ...because his hometown was flat?,Mae: ...because his hometown was flat?
sharedassets152\Telescope.yarn.txt,373,"4,28E+71",Chazokov: isn't this a common instinct?,Chazokov: isn't this a common instinct?
sharedassets152\Telescope.yarn.txt,374,3c338c,Chazokov: to seek that which is unlike where one grows up?,Chazokov: to seek that which is unlike where one grows up?
sharedassets152\Telescope.yarn.txt,375,fa3c72,->yeah,->yeah
sharedassets152\Telescope.yarn.txt,376,16cd7b,Mae: i mean people go to the city a lot.,Mae: i mean people go to the city a lot.
sharedassets152\Telescope.yarn.txt,377,5fba79,Mae: like they move there because it's got stuff,Mae: like they move there because it's got stuff
sharedassets152\Telescope.yarn.txt,378,fd7171,Mae: and there's more people like them maybe.,Mae: and there's more people like them maybe.
sharedassets152\Telescope.yarn.txt,379,2389a0,Mae: sucks though. not everyone can just up and leave.,Mae: sucks though. not everyone can just up and leave.
sharedassets152\Telescope.yarn.txt,380,d72307,Chazokov: when I left my country,Chazokov: when I left my country
sharedassets152\Telescope.yarn.txt,381,e350da,Chazokov: i felt this same thing.,Chazokov: i felt this same thing.
sharedassets152\Telescope.yarn.txt,382,d9a48e,Chazokov: but i have not regretted it.,Chazokov: but i have not regretted it.
sharedassets152\Telescope.yarn.txt,383,"1,10E+298",Mae: you like possum springs?,Mae: you like possum springs?
sharedassets152\Telescope.yarn.txt,384,3cca87,Chazokov: it is beautiful in ways perhaps invisible,Chazokov: it is beautiful in ways perhaps invisible
sharedassets152\Telescope.yarn.txt,385,739bad,Chazokov: to those who have seen it every day of their lives.,Chazokov: to those who have seen it every day of their lives.
sharedassets152\Telescope.yarn.txt,386,6f17dc,->not really.,->not really.
sharedassets152\Telescope.yarn.txt,387,680ab7,Mae: I like home.,Mae: I like home.
sharedassets152\Telescope.yarn.txt,388,5b5d2f,Mae: I like my neighborhood,Mae: I like my neighborhood
sharedassets152\Telescope.yarn.txt,389,b9f1a7,Mae: I like the bad diner food.,Mae: I like the bad diner food.
sharedassets152\Telescope.yarn.txt,390,bea608,Chazokov: it is not good.,Chazokov: it is not good.
sharedassets152\Telescope.yarn.txt,391,2c1231,Mae: but it's good bad,Mae: but it's good bad
sharedassets152\Telescope.yarn.txt,392,3ec902,Mae: like a story a your friend wrote,Mae: like a story a your friend wrote
sharedassets152\Telescope.yarn.txt,393,f488c1,Mae: and gave you to read.,Mae: and gave you to read.
sharedassets152\Telescope.yarn.txt,394,d446b9,Chazokov: i like the disco fries.,Chazokov: i like the disco fries.
sharedassets152\Telescope.yarn.txt,395,2b8040,Mae: so what happened to Kol?,Mae: so what happened to Kol?
sharedassets152\Telescope.yarn.txt,396,3ed78a,Chazokov: he returned home,Chazokov: he returned home
sharedassets152\Telescope.yarn.txt,397,49bc16,Chazokov: and complained that the sky felt heavy,Chazokov: and complained that the sky felt heavy
sharedassets152\Telescope.yarn.txt,398,da67c3,Chazokov: he had been up into the clouds,Chazokov: he had been up into the clouds
sharedassets152\Telescope.yarn.txt,399,c13233,Chazokov: and now they rested hard upon him.,Chazokov: and now they rested hard upon him.
sharedassets152\Telescope.yarn.txt,400,f9e900,Mae: that's a really specific complaint.,Mae: that's a really specific complaint.
sharedassets152\Telescope.yarn.txt,401,b3df30,Chazokov: when one leaves a place,Chazokov: when one leaves a place
